ImageId,filename,catid,fold_id
Atlanta_nadir10_catid_1030010003993E00_742601_3727389,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_742601_3727389.tif,Atlanta_nadir10_catid_1030010003993E00,1
Atlanta_nadir10_catid_1030010003993E00_743501_3721539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_743501_3721539.tif,Atlanta_nadir10_catid_1030010003993E00,0
Atlanta_nadir10_catid_1030010003993E00_743951_3734589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_743951_3734589.tif,Atlanta_nadir10_catid_1030010003993E00,1
Atlanta_nadir10_catid_1030010003993E00_745301_3723339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_745301_3723339.tif,Atlanta_nadir10_catid_1030010003993E00,2
Atlanta_nadir10_catid_1030010003993E00_746201_3729189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_746201_3729189.tif,Atlanta_nadir10_catid_1030010003993E00,1
Atlanta_nadir10_catid_1030010003993E00_747101_3741339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_747101_3741339.tif,Atlanta_nadir10_catid_1030010003993E00,3
Atlanta_nadir10_catid_1030010003993E00_748451_3720189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_748451_3720189.tif,Atlanta_nadir10_catid_1030010003993E00,0
Atlanta_nadir10_catid_1030010003993E00_748451_3722889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003993E00/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003993E00_748451_3722889.tif,Atlanta_nadir10_catid_1030010003993E00,3
Atlanta_nadir10_catid_1030010003CAF100_733601_3724689,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_733601_3724689.tif,Atlanta_nadir10_catid_1030010003CAF100,0
Atlanta_nadir10_catid_1030010003CAF100_734051_3740889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_734051_3740889.tif,Atlanta_nadir10_catid_1030010003CAF100,1
Atlanta_nadir10_catid_1030010003CAF100_735401_3738639,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_735401_3738639.tif,Atlanta_nadir10_catid_1030010003CAF100,0
Atlanta_nadir10_catid_1030010003CAF100_735401_3743139,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_735401_3743139.tif,Atlanta_nadir10_catid_1030010003CAF100,1
Atlanta_nadir10_catid_1030010003CAF100_736751_3730539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_736751_3730539.tif,Atlanta_nadir10_catid_1030010003CAF100,1
Atlanta_nadir10_catid_1030010003CAF100_737201_3735039,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_737201_3735039.tif,Atlanta_nadir10_catid_1030010003CAF100,3
Atlanta_nadir10_catid_1030010003CAF100_739001_3722439,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_739001_3722439.tif,Atlanta_nadir10_catid_1030010003CAF100,0
Atlanta_nadir10_catid_1030010003CAF100_739451_3731889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_739451_3731889.tif,Atlanta_nadir10_catid_1030010003CAF100,0
Atlanta_nadir10_catid_1030010003CAF100_739451_3743589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_739451_3743589.tif,Atlanta_nadir10_catid_1030010003CAF100,1
Atlanta_nadir10_catid_1030010003CAF100_741251_3730089,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_741251_3730089.tif,Atlanta_nadir10_catid_1030010003CAF100,3
Atlanta_nadir10_catid_1030010003CAF100_741251_3740439,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_741251_3740439.tif,Atlanta_nadir10_catid_1030010003CAF100,3
Atlanta_nadir10_catid_1030010003CAF100_741251_3742239,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_741251_3742239.tif,Atlanta_nadir10_catid_1030010003CAF100,0
Atlanta_nadir10_catid_1030010003CAF100_742601_3727389,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_742601_3727389.tif,Atlanta_nadir10_catid_1030010003CAF100,2
Atlanta_nadir10_catid_1030010003CAF100_743501_3721539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_743501_3721539.tif,Atlanta_nadir10_catid_1030010003CAF100,2
Atlanta_nadir10_catid_1030010003CAF100_743951_3734589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_743951_3734589.tif,Atlanta_nadir10_catid_1030010003CAF100,2
Atlanta_nadir10_catid_1030010003CAF100_745301_3723339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_745301_3723339.tif,Atlanta_nadir10_catid_1030010003CAF100,1
Atlanta_nadir10_catid_1030010003CAF100_746201_3729189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_746201_3729189.tif,Atlanta_nadir10_catid_1030010003CAF100,2
Atlanta_nadir10_catid_1030010003CAF100_747101_3741339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_747101_3741339.tif,Atlanta_nadir10_catid_1030010003CAF100,3
Atlanta_nadir10_catid_1030010003CAF100_748451_3720189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_748451_3720189.tif,Atlanta_nadir10_catid_1030010003CAF100,1
Atlanta_nadir10_catid_1030010003CAF100_748451_3722889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir10_catid_1030010003CAF100/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir10_catid_1030010003CAF100_748451_3722889.tif,Atlanta_nadir10_catid_1030010003CAF100,0
Atlanta_nadir13_catid_1030010002B7D800_733601_3724689,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_733601_3724689.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_734051_3740889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_734051_3740889.tif,Atlanta_nadir13_catid_1030010002B7D800,3
Atlanta_nadir13_catid_1030010002B7D800_735401_3738639,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_735401_3738639.tif,Atlanta_nadir13_catid_1030010002B7D800,1
Atlanta_nadir13_catid_1030010002B7D800_735401_3743139,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_735401_3743139.tif,Atlanta_nadir13_catid_1030010002B7D800,1
Atlanta_nadir13_catid_1030010002B7D800_736751_3730539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_736751_3730539.tif,Atlanta_nadir13_catid_1030010002B7D800,1
Atlanta_nadir13_catid_1030010002B7D800_737201_3735039,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_737201_3735039.tif,Atlanta_nadir13_catid_1030010002B7D800,1
Atlanta_nadir13_catid_1030010002B7D800_739001_3722439,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_739001_3722439.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_739451_3731889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_739451_3731889.tif,Atlanta_nadir13_catid_1030010002B7D800,0
Atlanta_nadir13_catid_1030010002B7D800_739451_3743589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_739451_3743589.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_741251_3730089,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_741251_3730089.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_741251_3740439,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_741251_3740439.tif,Atlanta_nadir13_catid_1030010002B7D800,3
Atlanta_nadir13_catid_1030010002B7D800_741251_3742239,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_741251_3742239.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_742601_3727389,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_742601_3727389.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_743501_3721539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_743501_3721539.tif,Atlanta_nadir13_catid_1030010002B7D800,3
Atlanta_nadir13_catid_1030010002B7D800_743951_3734589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_743951_3734589.tif,Atlanta_nadir13_catid_1030010002B7D800,0
Atlanta_nadir13_catid_1030010002B7D800_745301_3723339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_745301_3723339.tif,Atlanta_nadir13_catid_1030010002B7D800,3
Atlanta_nadir13_catid_1030010002B7D800_746201_3729189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_746201_3729189.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir13_catid_1030010002B7D800_747101_3741339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_747101_3741339.tif,Atlanta_nadir13_catid_1030010002B7D800,3
Atlanta_nadir13_catid_1030010002B7D800_748451_3720189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_748451_3720189.tif,Atlanta_nadir13_catid_1030010002B7D800,0
Atlanta_nadir13_catid_1030010002B7D800_748451_3722889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir13_catid_1030010002B7D800/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir13_catid_1030010002B7D800_748451_3722889.tif,Atlanta_nadir13_catid_1030010002B7D800,2
Atlanta_nadir14_catid_10300100039AB000_733601_3724689,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_733601_3724689.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_734051_3740889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_734051_3740889.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_735401_3738639,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_735401_3738639.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_735401_3743139,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_735401_3743139.tif,Atlanta_nadir14_catid_10300100039AB000,2
Atlanta_nadir14_catid_10300100039AB000_736751_3730539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_736751_3730539.tif,Atlanta_nadir14_catid_10300100039AB000,3
Atlanta_nadir14_catid_10300100039AB000_737201_3735039,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_737201_3735039.tif,Atlanta_nadir14_catid_10300100039AB000,0
Atlanta_nadir14_catid_10300100039AB000_739001_3722439,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_739001_3722439.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_739451_3731889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_739451_3731889.tif,Atlanta_nadir14_catid_10300100039AB000,2
Atlanta_nadir14_catid_10300100039AB000_739451_3743589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_739451_3743589.tif,Atlanta_nadir14_catid_10300100039AB000,0
Atlanta_nadir14_catid_10300100039AB000_741251_3730089,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_741251_3730089.tif,Atlanta_nadir14_catid_10300100039AB000,0
Atlanta_nadir14_catid_10300100039AB000_741251_3740439,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_741251_3740439.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_741251_3742239,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_741251_3742239.tif,Atlanta_nadir14_catid_10300100039AB000,3
Atlanta_nadir14_catid_10300100039AB000_742601_3727389,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_742601_3727389.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_743501_3721539,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_743501_3721539.tif,Atlanta_nadir14_catid_10300100039AB000,2
Atlanta_nadir14_catid_10300100039AB000_743951_3734589,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_743951_3734589.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_745301_3723339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_745301_3723339.tif,Atlanta_nadir14_catid_10300100039AB000,3
Atlanta_nadir14_catid_10300100039AB000_746201_3729189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_746201_3729189.tif,Atlanta_nadir14_catid_10300100039AB000,1
Atlanta_nadir14_catid_10300100039AB000_747101_3741339,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_747101_3741339.tif,Atlanta_nadir14_catid_10300100039AB000,3
Atlanta_nadir14_catid_10300100039AB000_748451_3720189,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_748451_3720189.tif,Atlanta_nadir14_catid_10300100039AB000,2
Atlanta_nadir14_catid_10300100039AB000_748451_3722889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir14_catid_10300100039AB000/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir14_catid_10300100039AB000_748451_3722889.tif,Atlanta_nadir14_catid_10300100039AB000,3
Atlanta_nadir16_catid_1030010002649200_733601_3724689,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir16_catid_1030010002649200/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir16_catid_1030010002649200_733601_3724689.tif,Atlanta_nadir16_catid_1030010002649200,3
Atlanta_nadir16_catid_1030010002649200_734051_3740889,data/SpaceNet_Off-Nadir_Dataset/SpaceNet-Off-Nadir_Train/Atlanta_nadir16_catid_1030010002649200/Pan-Sharpen/Pan-Sharpen_Atlanta_nadir16_catid_1030010002649200_734051_3740889.tif,Atlanta_nadir16_catid_1030010002649200,1
